"Nº Lote";"Data da Transação";"Data Liquidação";"Prazo Antecipação";"Valor";"Valor Descontado";"Valor Antecipado";"Bandeira";"Segmento";"Nº Pedido";"Data Pedido";"Status Pedido"
"40518120803002313301";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 42,01";"R$ 0,39";"R$ 41,62";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40518120702802313101";"07/12/2018 00:00:00";"08/01/2019 00:00:00";"29";"R$ 188,66";"R$ 1,76";"R$ 186,90";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30618120902903829401";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 800,97";"R$ 7,47";"R$ 793,50";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30618120902903829301";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 106,98";"R$ 1,00";"R$ 105,98";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30618120902903829101";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 843,60";"R$ 7,86";"R$ 835,74";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30618120803003829401";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 751,37";"R$ 7,00";"R$ 744,37";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30618120803003829301";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 485,55";"R$ 4,53";"R$ 481,02";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30518120902902313401";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 187,57";"R$ 1,75";"R$ 185,82";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30518120902902313301";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 493,75";"R$ 4,60";"R$ 489,15";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30518120902902313201";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 179,96";"R$ 1,68";"R$ 178,28";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30518120902902313101";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 145,00";"R$ 1,35";"R$ 143,65";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30518120803002313401";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 256,03";"R$ 2,39";"R$ 253,64";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30518120803002313301";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 72,94";"R$ 0,68";"R$ 72,26";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"30518120803002313101";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 99,56";"R$ 0,93";"R$ 98,63";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20618120902903829401";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 812,40";"R$ 7,57";"R$ 804,83";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20618120902903829301";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 69,41";"R$ 0,65";"R$ 68,76";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20618120902903829101";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 1.296,66";"R$ 12,09";"R$ 1.284,57";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20618120803003829301";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 167,95";"R$ 1,57";"R$ 166,38";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20618120803003829101";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 102,45";"R$ 0,95";"R$ 101,50";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20618120702803829101";"07/12/2018 00:00:00";"08/01/2019 00:00:00";"29";"R$ 178,00";"R$ 1,66";"R$ 176,34";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20518120902902313301";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 312,93";"R$ 2,92";"R$ 310,01";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20518120902902313201";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 29,18";"R$ 0,27";"R$ 28,91";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"20518120803002313301";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 77,32";"R$ 0,72";"R$ 76,60";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"14818120902900740101";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 180,55";"R$ 1,68";"R$ 178,87";"American Express";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120902903829401";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 821,58";"R$ 7,66";"R$ 813,92";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120902903829301";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 109,31";"R$ 1,02";"R$ 108,29";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120902903829201";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 92,63";"R$ 0,86";"R$ 91,77";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120902903829101";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 326,69";"R$ 3,05";"R$ 323,64";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120803003829401";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 1.313,11";"R$ 12,24";"R$ 1.300,87";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120803003829301";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 213,41";"R$ 1,99";"R$ 211,42";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120803003829201";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 197,59";"R$ 1,84";"R$ 195,75";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120803003829101";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 143,77";"R$ 1,34";"R$ 142,43";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120702803829401";"07/12/2018 00:00:00";"08/01/2019 00:00:00";"29";"R$ 340,89";"R$ 3,18";"R$ 337,71";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120702803829301";"07/12/2018 00:00:00";"08/01/2019 00:00:00";"29";"R$ 151,00";"R$ 1,41";"R$ 149,59";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10618120702803829101";"07/12/2018 00:00:00";"08/01/2019 00:00:00";"29";"R$ 277,09";"R$ 2,58";"R$ 274,51";"Mastercard";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10518120902902313401";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 55,97";"R$ 0,52";"R$ 55,45";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10518120902902313301";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 178,06";"R$ 1,66";"R$ 176,40";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10518120902902313101";"09/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 68,26";"R$ 0,64";"R$ 67,62";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"10518120803002313301";"08/12/2018 00:00:00";"09/01/2019 00:00:00";"30";"R$ 66,29";"R$ 0,62";"R$ 65,67";"Visa";"TurbiBRCOM                    ";"18121010065";"10/12/2018 08:36:13";"Pedido pago com sucesso!"
"40518120602802313401";"06/12/2018 00:00:00";"07/01/2019 00:00:00";"31";"R$ 199,61";"R$ 1,96";"R$ 197,65";"Visa";"TurbiBRCOM                    ";"18120710048";"07/12/2018 08:33:40";"Pedido pago com sucesso!"
"30618120602803829401";"06/12/2018 00:00:00";"07/01/2019 00:00:00";"31";"R$ 182,13";"R$ 1,79";"R$ 180,34";"Mastercard";"TurbiBRCOM                    ";"18120710048";"07/12/2018 08:33:40";"Pedido pago com sucesso!"
"20618120602803829401";"06/12/2018 00:00:00";"07/01/2019 00:00:00";"31";"R$ 353,37";"R$ 3,47";"R$ 349,90";"Mastercard";"TurbiBRCOM                    ";"18120710048";"07/12/2018 08:33:40";"Pedido pago com sucesso!"
"20618120602803829301";"06/12/2018 00:00:00";"07/01/2019 00:00:00";"31";"R$ 404,56";"R$ 3,98";"R$ 400,58";"Mastercard";"TurbiBRCOM                    ";"18120710048";"07/12/2018 08:33:40";"Pedido pago com sucesso!"
"20618120602803829101";"06/12/2018 00:00:00";"07/01/2019 00:00:00";"31";"R$ 300,71";"R$ 2,96";"R$ 297,75";"Mastercard";"TurbiBRCOM                    ";"18120710048";"07/12/2018 08:33:40";"Pedido pago com sucesso!"
"10618120602803829401";"06/12/2018 00:00:00";"07/01/2019 00:00:00";"31";"R$ 754,85";"R$ 7,42";"R$ 747,43";"Mastercard";"TurbiBRCOM                    ";"18120710048";"07/12/2018 08:33:40";"Pedido pago com sucesso!"
"10618120602803829301";"06/12/2018 00:00:00";"07/01/2019 00:00:00";"31";"R$ 184,77";"R$ 1,82";"R$ 182,95";"Mastercard";"TurbiBRCOM                    ";"18120710048";"07/12/2018 08:33:40";"Pedido pago com sucesso!"
"40618120502803829101";"05/12/2018 00:00:00";"04/01/2019 00:00:00";"29";"R$ 708,06";"R$ 6,61";"R$ 701,45";"Mastercard";"TurbiBRCOM                    ";"18120610050";"06/12/2018 08:38:12";"Pedido pago com sucesso!"
"40518120502802313401";"05/12/2018 00:00:00";"04/01/2019 00:00:00";"29";"R$ 267,53";"R$ 2,50";"R$ 265,03";"Visa";"TurbiBRCOM                    ";"18120610050";"06/12/2018 08:38:12";"Pedido pago com sucesso!"
"30518120502802313401";"05/12/2018 00:00:00";"04/01/2019 00:00:00";"29";"R$ 415,64";"R$ 3,88";"R$ 411,76";"Visa";"TurbiBRCOM                    ";"18120610050";"06/12/2018 08:38:12";"Pedido pago com sucesso!"
"20618120502803829401";"05/12/2018 00:00:00";"04/01/2019 00:00:00";"29";"R$ 582,45";"R$ 5,44";"R$ 577,01";"Mastercard";"TurbiBRCOM                    ";"18120610050";"06/12/2018 08:38:12";"Pedido pago com sucesso!"
"20618120502803829101";"05/12/2018 00:00:00";"04/01/2019 00:00:00";"29";"R$ 493,06";"R$ 4,61";"R$ 488,45";"Mastercard";"TurbiBRCOM                    ";"18120610050";"06/12/2018 08:38:12";"Pedido pago com sucesso!"
"10618120502803829401";"05/12/2018 00:00:00";"04/01/2019 00:00:00";"29";"R$ 614,56";"R$ 5,74";"R$ 608,82";"Mastercard";"TurbiBRCOM                    ";"18120610050";"06/12/2018 08:38:12";"Pedido pago com sucesso!"
"40618120402903829101";"04/12/2018 00:00:00";"04/01/2019 00:00:00";"30";"R$ 258,77";"R$ 3,09";"R$ 255,68";"Mastercard";"TurbiBRCOM                    ";"18120510044";"05/12/2018 08:35:22";"Pedido pago com sucesso!"
"30618120402903829301";"04/12/2018 00:00:00";"04/01/2019 00:00:00";"30";"R$ 253,79";"R$ 3,03";"R$ 250,76";"Mastercard";"TurbiBRCOM                    ";"18120510044";"05/12/2018 08:35:22";"Pedido pago com sucesso!"
"20618120402903829101";"04/12/2018 00:00:00";"04/01/2019 00:00:00";"30";"R$ 213,37";"R$ 2,55";"R$ 210,82";"Mastercard";"TurbiBRCOM                    ";"18120510044";"05/12/2018 08:35:22";"Pedido pago com sucesso!"
"10618120402903829401";"04/12/2018 00:00:00";"04/01/2019 00:00:00";"30";"R$ 203,77";"R$ 2,43";"R$ 201,34";"Mastercard";"TurbiBRCOM                    ";"18120510044";"05/12/2018 08:35:22";"Pedido pago com sucesso!"
"10618120402903829301";"04/12/2018 00:00:00";"04/01/2019 00:00:00";"30";"R$ 644,19";"R$ 7,69";"R$ 636,50";"Mastercard";"TurbiBRCOM                    ";"18120510044";"05/12/2018 08:35:22";"Pedido pago com sucesso!"
"40618120302803829401";"03/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 171,07";"R$ 1,68";"R$ 169,39";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618120302803829301";"03/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 48,62";"R$ 0,48";"R$ 48,14";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618120302803829101";"03/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 583,99";"R$ 5,73";"R$ 578,26";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618120202903829401";"02/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 1.864,69";"R$ 18,29";"R$ 1.846,40";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618120202903829301";"02/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 361,59";"R$ 3,55";"R$ 358,04";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618120202903829201";"02/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 74,85";"R$ 0,73";"R$ 74,12";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618120202903829101";"02/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 325,90";"R$ 3,20";"R$ 322,70";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618120103003829401";"01/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 153,31";"R$ 1,50";"R$ 151,81";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618120103003829301";"01/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 143,80";"R$ 1,41";"R$ 142,39";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618113002803829401";"30/11/2018 00:00:00";"02/01/2019 00:00:00";"29";"R$ 79,38";"R$ 0,78";"R$ 78,60";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618113002803829301";"30/11/2018 00:00:00";"02/01/2019 00:00:00";"29";"R$ 69,36";"R$ 0,68";"R$ 68,68";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112902803829401";"29/11/2018 00:00:00";"31/12/2018 00:00:00";"27";"R$ 145,98";"R$ 1,36";"R$ 144,62";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112902803829301";"29/11/2018 00:00:00";"31/12/2018 00:00:00";"27";"R$ 590,03";"R$ 5,50";"R$ 584,53";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112902803829201";"29/11/2018 00:00:00";"31/12/2018 00:00:00";"27";"R$ 96,68";"R$ 0,90";"R$ 95,78";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112902803829101";"29/11/2018 00:00:00";"31/12/2018 00:00:00";"27";"R$ 37,70";"R$ 0,35";"R$ 37,35";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112802803829401";"28/11/2018 00:00:00";"28/12/2018 00:00:00";"24";"R$ 29,18";"R$ 0,24";"R$ 28,94";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112802803829301";"28/11/2018 00:00:00";"28/12/2018 00:00:00";"24";"R$ 58,36";"R$ 0,49";"R$ 57,87";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112702903829401";"27/11/2018 00:00:00";"28/12/2018 00:00:00";"24";"R$ 112,73";"R$ 0,94";"R$ 111,79";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112702903829301";"27/11/2018 00:00:00";"28/12/2018 00:00:00";"24";"R$ 100,75";"R$ 0,84";"R$ 99,91";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112702903829201";"27/11/2018 00:00:00";"28/12/2018 00:00:00";"24";"R$ 29,18";"R$ 0,24";"R$ 28,94";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112702903829101";"27/11/2018 00:00:00";"28/12/2018 00:00:00";"24";"R$ 266,69";"R$ 2,23";"R$ 264,46";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112602803829401";"26/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 69,62";"R$ 0,55";"R$ 69,07";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112602803829301";"26/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 582,78";"R$ 4,58";"R$ 578,20";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112602803829101";"26/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 193,78";"R$ 1,52";"R$ 192,26";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112502903829401";"25/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 1.108,90";"R$ 8,71";"R$ 1.100,19";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112502903829301";"25/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 126,89";"R$ 1,00";"R$ 125,89";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112502903829201";"25/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 29,18";"R$ 0,23";"R$ 28,95";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112502903829101";"25/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 261,05";"R$ 2,05";"R$ 259,00";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112403003829401";"24/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 432,86";"R$ 3,40";"R$ 429,46";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112403003829301";"24/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 196,77";"R$ 1,55";"R$ 195,22";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112403003829101";"24/11/2018 00:00:00";"27/12/2018 00:00:00";"23";"R$ 93,22";"R$ 0,73";"R$ 92,49";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112302803829401";"23/11/2018 00:00:00";"26/12/2018 00:00:00";"22";"R$ 475,58";"R$ 3,74";"R$ 471,84";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112302803829301";"23/11/2018 00:00:00";"26/12/2018 00:00:00";"22";"R$ 96,85";"R$ 0,76";"R$ 96,09";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112302803829101";"23/11/2018 00:00:00";"26/12/2018 00:00:00";"22";"R$ 1.413,16";"R$ 11,10";"R$ 1.402,06";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112102803829401";"21/11/2018 00:00:00";"21/12/2018 00:00:00";"17";"R$ 72,94";"R$ 0,47";"R$ 72,47";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112102803829101";"21/11/2018 00:00:00";"21/12/2018 00:00:00";"17";"R$ 29,18";"R$ 0,19";"R$ 28,99";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112002803829301";"20/11/2018 00:00:00";"20/12/2018 00:00:00";"16";"R$ 198,75";"R$ 1,17";"R$ 197,58";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618112002803829101";"20/11/2018 00:00:00";"20/12/2018 00:00:00";"16";"R$ 160,03";"R$ 0,94";"R$ 159,09";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618111902803829401";"19/11/2018 00:00:00";"19/12/2018 00:00:00";"15";"R$ 185,53";"R$ 1,00";"R$ 184,53";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618111902803829301";"19/11/2018 00:00:00";"19/12/2018 00:00:00";"15";"R$ 227,66";"R$ 1,23";"R$ 226,43";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618111802903829401";"18/11/2018 00:00:00";"19/12/2018 00:00:00";"15";"R$ 710,08";"R$ 3,84";"R$ 706,24";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618111703003829201";"17/11/2018 00:00:00";"19/12/2018 00:00:00";"15";"R$ 413,56";"R$ 2,24";"R$ 411,32";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618111703003829101";"17/11/2018 00:00:00";"19/12/2018 00:00:00";"15";"R$ 97,25";"R$ 0,53";"R$ 96,72";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618111602803829401";"16/11/2018 00:00:00";"18/12/2018 00:00:00";"14";"R$ 421,07";"R$ 2,07";"R$ 419,00";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40618111502803829101";"15/11/2018 00:00:00";"17/12/2018 00:00:00";"13";"R$ 105,64";"R$ 0,52";"R$ 105,12";"Mastercard";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518120302802313401";"03/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 33,98";"R$ 0,33";"R$ 33,65";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518120302802313301";"03/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 838,78";"R$ 8,23";"R$ 830,55";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518120302802313101";"03/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 150,85";"R$ 1,48";"R$ 149,37";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518120202902313301";"02/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 29,18";"R$ 0,29";"R$ 28,89";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518120103002313401";"01/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 290,12";"R$ 2,85";"R$ 287,27";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518120103002313301";"01/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 127,20";"R$ 1,25";"R$ 125,95";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518120103002313201";"01/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 122,93";"R$ 1,21";"R$ 121,72";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518120103002313101";"01/12/2018 00:00:00";"03/01/2019 00:00:00";"30";"R$ 6,29";"R$ 0,06";"R$ 6,23";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518113002802313401";"30/11/2018 00:00:00";"02/01/2019 00:00:00";"29";"R$ 86,58";"R$ 0,85";"R$ 85,73";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518113002802313201";"30/11/2018 00:00:00";"02/01/2019 00:00:00";"29";"R$ 58,88";"R$ 0,58";"R$ 58,30";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
"40518113002802313101";"30/11/2018 00:00:00";"02/01/2019 00:00:00";"29";"R$ 291,82";"R$ 2,86";"R$ 288,96";"Visa";"TurbiBRCOM                    ";"18120410040";"04/12/2018 08:34:07";"Pedido pago com sucesso!"
